forename,forename2,cumprop,sex
chick,chuck,0.1,male
chick,chas,0.2,male
chick,karl,0.3,male
chick,charlie,0.4,male
chick,charley,0.5,male
chick,charles,0.6,male
chick,carlos,0.7,male
chick,carlo,0.8,male
chick,carle,0.9,male
chick,carl,1,male
chris,kristofer,0.2,male
chris,kris,0.4,male
chris,cristoforo,0.6,male
chris,christopher,0.8,male
chris,christos,1,male
christiaan,kristian,0.5,male
christiaan,christian,1,male
christian,kristian,0.5,male
christian,christiaan,1,male
christo,kristo,1,male
christopher,kristofer,0.2,male
christopher,kris,0.4,male
christopher,cristoforo,0.6,male
christopher,chris,0.8,male
christopher,christos,1,male
christos,kristofer,0.2,male
christos,kris,0.4,male
christos,cristoforo,0.6,male
christos,christopher,0.8,male
christos,chris,1,male
chuck,chick,0.1,male
chuck,chas,0.2,male
chuck,karl,0.3,male
chuck,charlie,0.4,male
chuck,charley,0.5,male
chuck,charles,0.6,male
chuck,carlos,0.7,male
chuck,carlo,0.8,male
chuck,carle,0.9,male
chuck,carl,1,male
clark,clerk,1,male
claud,claude,1,male
claude,claud,1,male
claus,nicolhas,0.076923077,male
claus,nicolas,0.153846154,male
claus,nicolaas,0.230769231,male
claus,nicol,0.307692308,male
claus,nicklas,0.384615385,male
claus,nicklaas,0.461538462,male
claus,nick,0.538461538,male
claus,nicolo,0.615384615,male
claus,nicholas,0.692307692,male
claus,nichalas,0.769230769,male
claus,nic,0.846153846,male
claus,klaus,0.923076923,male
claus,cole,1,male
clem,clement,0.5,male
clem,clemence,1,male
clemence,clement,0.5,male
clemence,clem,1,male
clement,clemence,0.5,male
clement,clem,1,male
clerk,clark,1,male
clif,clifford,0.5,male
clif,cliff,1,male
cliff,clifford,0.5,male
cliff,clif,1,male
clifford,cliff,0.5,male
clifford,clif,1,male
cob,jekabs,0.111111111,male
cob,jakob,0.222222222,male
cob,jacobs,0.333333333,male
cob,jacobie,0.444444444,male
cob,jacobe,0.555555556,male
cob,jacob,0.666666667,male
cob,iacovo,0.777777778,male
cob,giacomo,0.888888889,male
cob,giacobo,1,male
cobe,kobe,1,male
coben,koben,1,male
cody,kody,1,male
cole,nicolhas,0.076923077,male
cole,nicolas,0.153846154,male
cole,nicolaas,0.230769231,male
cole,nicol,0.307692308,male
cole,nicklas,0.384615385,male
cole,nicklaas,0.461538462,male
cole,nick,0.538461538,male
cole,nicolo,0.615384615,male
cole,nicholas,0.692307692,male
cole,nichalas,0.769230769,male
cole,nic,0.846153846,male
cole,klaus,0.923076923,male
cole,claus,1,male
colin,collin,1,male
collin,colin,1,male
conner,connor,1,male
connor,conner,1,male
conrad,cort,1,male
corey,cory,1,male
corneilious,cornelius,1,male
cornelius,corneilious,1,male
cort,conrad,1,male
cory,corey,1,male
cristoforo,kristofer,0.2,male
cristoforo,kris,0.4,male
cristoforo,christopher,0.6,male
cristoforo,chris,0.8,male
cristoforo,christos,1,male
curt,kurt,0.5,male
curt,curtis,1,male
curtis,kurt,0.5,male
curtis,curt,1,male
daen,dean,1,male
dan,danny,0.2,male
dan,dannie,0.4,male
dan,daniele,0.6,male
dan,daniel,0.8,male
dan,danial,1,male
danial,danny,0.2,male
danial,dannie,0.4,male
danial,daniele,0.6,male
danial,daniel,0.8,male
danial,dan,1,male
daniel,danny,0.2,male
daniel,dannie,0.4,male
daniel,daniele,0.6,male
daniel,danial,0.8,male
daniel,dan,1,male
daniele,danny,0.2,male
daniele,dannie,0.4,male
daniele,daniel,0.6,male
daniele,danial,0.8,male
daniele,dan,1,male
dannie,danny,0.2,male
dannie,daniele,0.4,male
dannie,daniel,0.6,male
dannie,danial,0.8,male
dannie,dan,1,male
danny,dannie,0.2,male
danny,daniele,0.4,male
danny,daniel,0.6,male
danny,danial,0.8,male
danny,dan,1,male
darby,derby,1,male
darcie,darcy,1,male
darcy,darcie,1,male
darlene,darryle,0.333333333,male
darlene,darryl,0.666666667,male
darlene,darrell,1,male
darrell,darryle,0.333333333,male
darrell,darryl,0.666666667,male
darrell,darlene,1,male
darryl,darryle,0.333333333,male
darryl,darrell,0.666666667,male
darryl,darlene,1,male
darryle,darryl,0.333333333,male
darryle,darrell,0.666666667,male
darryle,darlene,1,male
dave,davy,0.333333333,male
dave,davie,0.666666667,male
dave,david,1,male
david,davy,0.333333333,male
david,davie,0.666666667,male
david,dave,1,male
davie,davy,0.333333333,male
davie,david,0.666666667,male
davie,dave,1,male
davy,davie,0.333333333,male
davy,david,0.666666667,male
davy,dave,1,male
deakin,deakyn,1,male
deakyn,deakin,1,male
dean,daen,1,male
declan,declen,1,male
declen,declan,1,male
demetrios,demetrius,0.2,male
demetrios,dimitrios,0.4,male
demetrios,dimitri,0.6,male
demetrios,dimitr,0.8,male
demetrios,demitrios,1,male
demetrius,demetrios,0.2,male
demetrius,dimitrios,0.4,male
demetrius,dimitri,0.6,male
demetrius,dimitr,0.8,male
demetrius,demitrios,1,male
demitrios,demetrius,0.2,male
demitrios,demetrios,0.4,male
demitrios,dimitrios,0.6,male
demitrios,dimitri,0.8,male
demitrios,dimitr,1,male
denis,denys,0.2,male
denis,denny,0.4,male
denis,dennis,0.6,male
denis,dennie,0.8,male
denis,denney,1,male
denney,denys,0.2,male
denney,denny,0.4,male
denney,dennis,0.6,male
denney,dennie,0.8,male
denney,denis,1,male
dennie,denys,0.2,male
dennie,denny,0.4,male
dennie,dennis,0.6,male
dennie,denney,0.8,male
dennie,denis,1,male
dennis,denys,0.2,male
dennis,denny,0.4,male
dennis,dennie,0.6,male
dennis,denney,0.8,male
dennis,denis,1,male
denny,denys,0.2,male
denny,dennis,0.4,male
denny,dennie,0.6,male
denny,denney,0.8,male
denny,denis,1,male
denys,denny,0.2,male
denys,dennis,0.4,male
denys,dennie,0.6,male
denys,denney,0.8,male
denys,denis,1,male
derby,darby,1,male
derek,derrick,1,male
derrick,derek,1,male
dick,ritchad,0.083333333,male
dick,ritch,0.166666667,male
dick,rick,0.25,male
dick,richie,0.333333333,male
dick,richerd,0.416666667,male
dick,ritchard,0.5,male
dick,richards,0.583333333,male
dick,richard,0.666666667,male
dick,rich,0.75,male
dick,riccardo,0.833333333,male
dick,ricard,0.916666667,male
dick,reich,1,male
dillon,dylan,1,male
dimitr,demetrius,0.2,male
dimitr,demetrios,0.4,male
dimitr,dimitrios,0.6,male
dimitr,dimitri,0.8,male
dimitr,demitrios,1,male
dimitri,demetrius,0.2,male
dimitri,demetrios,0.4,male
dimitri,dimitrios,0.6,male
dimitri,dimitr,0.8,male
dimitri,demitrios,1,male
dimitrios,demetrius,0.2,male
dimitrios,demetrios,0.4,male
dimitrios,dimitri,0.6,male
dimitrios,dimitr,0.8,male
dimitrios,demitrios,1,male
dolf,rudolph,0.142857143,male
dolf,rudolfo,0.285714286,male
dolf,rudolf,0.428571429,male
dolf,rudi,0.571428571,male
dolf,ruddy,0.714285714,male
dolf,rud,0.857142857,male
dolf,rolph,1,male
dom,dominic,1,male
dominic,dom,1,male
don,donnie,0.5,male
don,donald,1,male
donald,donnie,0.5,male
donald,don,1,male
donnie,donald,0.5,male
donnie,don,1,male
doug,douglass,0.5,male
doug,douglas,1,male
douglas,douglass,0.5,male
douglas,doug,1,male
douglass,douglas,0.5,male
douglass,doug,1,male
dylan,dillon,1,male
ean,ian,0.25,male
ean,eon,0.5,male
ean,eoin,0.75,male
ean,aian,1,male
earl,errol,1,male
earnest,ernst,0.2,male
earnest,ernie,0.4,male
earnest,ernest,0.6,male
earnest,ern,0.8,male
earnest,earnie,1,male
earnie,ernst,0.2,male
earnie,ernie,0.4,male
earnie,ernest,0.6,male
earnie,ern,0.8,male
earnie,earnest,1,male
ed,ted,0.066666667,male
ed,ned,0.133333333,male
ed,edwin,0.2,male
ed,edwark,0.266666667,male
ed,edwards,0.333333333,male
ed,edward,0.4,male
ed,eduardo,0.466666667,male
ed,teddie,0.533333333,male
ed,edmund,0.6,male
ed,edmond,0.666666667,male
ed,edgar,0.733333333,male
ed,eddy,0.8,male
ed,eddie,0.866666667,male
ed,edd,0.933333333,male
ed,edw,1,male
edd,ted,0.066666667,male
edd,ned,0.133333333,male
edd,edwin,0.2,male
edd,edwark,0.266666667,male
edd,edwards,0.333333333,male
edd,edward,0.4,male
edd,eduardo,0.466666667,male
edd,teddie,0.533333333,male
edd,edmund,0.6,male
edd,edmond,0.666666667,male
edd,edgar,0.733333333,male
edd,eddy,0.8,male
edd,eddie,0.866666667,male
edd,ed,0.933333333,male
edd,edw,1,male
eddie,ted,0.066666667,male
eddie,ned,0.133333333,male
eddie,edwin,0.2,male
eddie,edwark,0.266666667,male
eddie,edwards,0.333333333,male
eddie,edward,0.4,male
eddie,eduardo,0.466666667,male
eddie,teddie,0.533333333,male
eddie,edmund,0.6,male
eddie,edmond,0.666666667,male
eddie,edgar,0.733333333,male
eddie,eddy,0.8,male
eddie,edd,0.866666667,male
eddie,ed,0.933333333,male
eddie,edw,1,male
eddy,ted,0.066666667,male
eddy,ned,0.133333333,male
eddy,edwin,0.2,male
eddy,edwark,0.266666667,male
eddy,edwards,0.333333333,male
eddy,edward,0.4,male
eddy,eduardo,0.466666667,male
eddy,teddie,0.533333333,male
eddy,edmund,0.6,male
eddy,edmond,0.666666667,male
eddy,edgar,0.733333333,male
eddy,eddie,0.8,male
eddy,edd,0.866666667,male
eddy,ed,0.933333333,male
eddy,edw,1,male
edgar,ted,0.066666667,male
edgar,ned,0.133333333,male
edgar,edwin,0.2,male
edgar,edwark,0.266666667,male
edgar,edwards,0.333333333,male
edgar,edward,0.4,male
edgar,eduardo,0.466666667,male
edgar,teddie,0.533333333,male
edgar,edmund,0.6,male
edgar,edmond,0.666666667,male
edgar,eddy,0.733333333,male
edgar,eddie,0.8,male
edgar,edd,0.866666667,male
edgar,ed,0.933333333,male
edgar,edw,1,male
edmond,ted,0.066666667,male
edmond,ned,0.133333333,male
edmond,edwin,0.2,male
edmond,edwark,0.266666667,male
edmond,edwards,0.333333333,male
edmond,edward,0.4,male
edmond,eduardo,0.466666667,male
edmond,teddie,0.533333333,male
edmond,edmund,0.6,male
edmond,edgar,0.666666667,male
edmond,eddy,0.733333333,male
edmond,eddie,0.8,male
edmond,edd,0.866666667,male
edmond,ed,0.933333333,male
edmond,edw,1,male
edmund,ted,0.066666667,male
edmund,ned,0.133333333,male
edmund,edwin,0.2,male
edmund,edwark,0.266666667,male
edmund,edwards,0.333333333,male
edmund,edward,0.4,male
edmund,eduardo,0.466666667,male
edmund,teddie,0.533333333,male
edmund,edmond,0.6,male
edmund,edgar,0.666666667,male
edmund,eddy,0.733333333,male
edmund,eddie,0.8,male
edmund,edd,0.866666667,male
edmund,ed,0.933333333,male
edmund,edw,1,male
eduardo,ted,0.066666667,male
eduardo,ned,0.133333333,male
eduardo,edwin,0.2,male
eduardo,edwark,0.266666667,male
eduardo,edwards,0.333333333,male
eduardo,edward,0.4,male
eduardo,teddie,0.466666667,male
eduardo,edmund,0.533333333,male
eduardo,edmond,0.6,male
eduardo,edgar,0.666666667,male
eduardo,eddy,0.733333333,male
eduardo,eddie,0.8,male
eduardo,edd,0.866666667,male
eduardo,ed,0.933333333,male
eduardo,edw,1,male
edward,ted,0.066666667,male
edward,ned,0.133333333,male
edward,edwin,0.2,male
edward,edwark,0.266666667,male
edward,edwards,0.333333333,male
edward,eduardo,0.4,male
edward,teddie,0.466666667,male
edward,edmund,0.533333333,male
edward,edmond,0.6,male
edward,edgar,0.666666667,male
edward,eddy,0.733333333,male
edward,eddie,0.8,male
edward,edd,0.866666667,male
edward,ed,0.933333333,male
edward,edw,1,male
edwards,ted,0.066666667,male
edwards,ned,0.133333333,male
edwards,edwin,0.2,male
edwards,edwark,0.266666667,male
edwards,edward,0.333333333,male
edwards,eduardo,0.4,male
edwards,teddie,0.466666667,male
edwards,edmund,0.533333333,male
edwards,edmond,0.6,male
edwards,edgar,0.666666667,male
edwards,eddy,0.733333333,male
edwards,eddie,0.8,male
edwards,edd,0.866666667,male
edwards,ed,0.933333333,male
edwards,edw,1,male
edwark,ted,0.066666667,male
edwark,ned,0.133333333,male
edwark,edwin,0.2,male
edwark,edwards,0.266666667,male
edwark,edward,0.333333333,male
edwark,eduardo,0.4,male
edwark,teddie,0.466666667,male
edwark,edmund,0.533333333,male
edwark,edmond,0.6,male
edwark,edgar,0.666666667,male
edwark,eddy,0.733333333,male
edwark,eddie,0.8,male
edwark,edd,0.866666667,male
edwark,ed,0.933333333,male
edwark,edw,1,male
edwin,ted,0.066666667,male
edwin,ned,0.133333333,male
edwin,edwark,0.2,male
edwin,edwards,0.266666667,male
edwin,edward,0.333333333,male
edwin,eduardo,0.4,male
edwin,teddie,0.466666667,male
edwin,edmund,0.533333333,male
edwin,edmond,0.6,male
edwin,edgar,0.666666667,male
edwin,eddy,0.733333333,male
edwin,eddie,0.8,male
edwin,edd,0.866666667,male
edwin,ed,0.933333333,male
edwin,edw,1,male
elbert,elbie,1,male
elbie,elbert,1,male
eli,ellis,0.333333333,male
eli,elijah,0.666666667,male
eli,elias,1,male
elias,ellis,0.333333333,male
elias,elijah,0.666666667,male
elias,eli,1,male
elijah,ellis,0.333333333,male
elijah,elias,0.666666667,male
elijah,eli,1,male
ellis,elijah,0.333333333,male
ellis,elias,0.666666667,male
ellis,eli,1,male
elten,elton,1,male
elton,elten,1,male
emanuel,mannie,0.25,male
emanuel,emmanuel,0.5,male
emanuel,emanuelle,0.75,male
emanuel,emanuele,1,male
emanuele,mannie,0.25,male
emanuele,emmanuel,0.5,male
emanuele,emanuelle,0.75,male
emanuele,emanuel,1,male
emanuelle,mannie,0.25,male
emanuelle,emmanuel,0.5,male
emanuelle,emanuele,0.75,male
emanuelle,emanuel,1,male
emil,emilio,1,male
emilio,emil,1,male
emmanuel,mannie,0.25,male
emmanuel,emanuelle,0.5,male
emmanuel,emanuele,0.75,male
emmanuel,emanuel,1,male
enrico,henry,0.142857143,male
enrico,harry,0.285714286,male
enrico,harrie,0.428571429,male
enrico,harold,0.571428571,male
enrico,hari,0.714285714,male
enrico,hank,0.857142857,male
enrico,hal,1,male
eoin,ian,0.25,male
eoin,eon,0.5,male
eoin,ean,0.75,male
eoin,aian,1,male
eon,ian,0.25,male
eon,eoin,0.5,male
eon,ean,0.75,male
eon,aian,1,male
erasmus,ras,1,male
eric,erik,1,male
erik,eric,1,male
ern,ernst,0.2,male
ern,ernie,0.4,male
ern,ernest,0.6,male
ern,earnie,0.8,male
ern,earnest,1,male
ernest,ernst,0.2,male
ernest,ernie,0.4,male
ernest,ern,0.6,male
ernest,earnie,0.8,male
ernest,earnest,1,male
ernie,ernst,0.2,male
ernie,ernest,0.4,male
ernie,ern,0.6,male
ernie,earnie,0.8,male
ernie,earnest,1,male
ernst,ernie,0.2,male
ernst,ernest,0.4,male
ernst,ern,0.6,male
ernst,earnie,0.8,male
ernst,earnest,1,male
errol,earl,1,male
erwin,irwin,1,male
etienne,steven,0.111111111,male
etienne,stiven,0.222222222,male
etienne,steve,0.333333333,male
etienne,stevan,0.444444444,male
etienne,stephene,0.555555556,male
etienne,stephen,0.666666667,male
etienne,stephan,0.777777778,male
etienne,stefano,0.888888889,male
etienne,stefan,1,male
ev,everett,1,male
evan,ewen,0.333333333,male
evan,ewan,0.666666667,male
evan,evans,1,male
evans,ewen,0.333333333,male
evans,ewan,0.666666667,male
evans,evan,1,male
everett,ev,1,male
ewan,ewen,0.333333333,male
ewan,evans,0.666666667,male
ewan,evan,1,male
ewen,ewan,0.333333333,male
ewen,evans,0.666666667,male
ewen,evan,1,male
fannie,frans,0.090909091,male
fannie,franklin,0.181818182,male
fannie,frank,0.272727273,male
fannie,francy,0.363636364,male
fannie,francisco,0.454545455,male
fannie,francis,0.545454545,male
fannie,francie,0.636363636,male
fannie,francesco,0.727272727,male
fannie,frances,0.818181818,male
fannie,fran,0.909090909,male
fannie,fanny,1,male
fanny,frans,0.090909091,male
fanny,franklin,0.181818182,male
fanny,frank,0.272727273,male
fanny,francy,0.363636364,male
fanny,francisco,0.454545455,male
fanny,francis,0.545454545,male
fanny,francie,0.636363636,male
fanny,francesco,0.727272727,male
fanny,frances,0.818181818,male
fanny,fran,0.909090909,male
fanny,fannie,1,male
federico,friedrich,0.142857143,male
federico,fredrick,0.285714286,male
federico,frederikus,0.428571429,male
federico,frederick,0.571428571,male
federico,frederich,0.714285714,male
federico,freddy,0.857142857,male
federico,freddie,1,male
felip,phillipp,0.1,male
felip,phillip,0.2,male
felip,philipps,0.3,male
felip,philipp,0.4,male
felip,philip,0.5,male
felip,phil,0.6,male
felip,filippo,0.7,male
felip,phillipps,0.8,male
felip,filip,0.9,male
felip,felipa,1,male
felipa,phillipp,0.1,male
felipa,phillip,0.2,male
felipa,philipps,0.3,male
felipa,philipp,0.4,male
felipa,philip,0.5,male
felipa,phil,0.6,male
felipa,filippo,0.7,male
felipa,phillipps,0.8,male
felipa,filip,0.9,male
felipa,felip,1,male
fergus,ferguss,1,male
ferguss,fergus,1,male
filip,phillipp,0.1,male
filip,phillip,0.2,male
filip,philipps,0.3,male
filip,philipp,0.4,male
filip,philip,0.5,male
filip,phil,0.6,male
filip,filippo,0.7,male
filip,phillipps,0.8,male
filip,felipa,0.9,male
filip,felip,1,male
filippo,phillipp,0.1,male
filippo,phillip,0.2,male
filippo,philipps,0.3,male
filippo,philipp,0.4,male
filippo,philip,0.5,male
filippo,phil,0.6,male
filippo,phillipps,0.7,male
filippo,filip,0.8,male
filippo,felipa,0.9,male
filippo,felip,1,male
finlay,finley,1,male
finley,finlay,1,male
fitch,fitzerald,1,male
fitzerald,fitch,1,male
flinn,flynn,1,male
floria,florian,1,male
florian,floria,1,male
flynn,flinn,1,male
fran,frans,0.090909091,male
fran,franklin,0.181818182,male
fran,frank,0.272727273,male
fran,francy,0.363636364,male
fran,francisco,0.454545455,male
fran,francis,0.545454545,male
fran,francie,0.636363636,male
fran,francesco,0.727272727,male
fran,frances,0.818181818,male
fran,fanny,0.909090909,male
fran,fannie,1,male
frances,frans,0.090909091,male
frances,franklin,0.181818182,male
frances,frank,0.272727273,male
frances,francy,0.363636364,male
frances,francisco,0.454545455,male
frances,francis,0.545454545,male
frances,francie,0.636363636,male
frances,francesco,0.727272727,male
