lastname,freq,race
lanza,0.00035524,American Indian or Native Alaskan
lapointe,0.00035524,American Indian or Native Alaskan
lara,0.00035524,American Indian or Native Alaskan
larkin,0.00035524,American Indian or Native Alaskan
laroche,0.00035524,American Indian or Native Alaskan
lasota,0.00035524,American Indian or Native Alaskan
lathrop,0.00035524,American Indian or Native Alaskan
lavender,0.00035524,American Indian or Native Alaskan
lawson,0.00035524,American Indian or Native Alaskan
lawton,0.00035524,American Indian or Native Alaskan
layden,0.00035524,American Indian or Native Alaskan
le beau,0.00035524,American Indian or Native Alaskan
leamons,0.00035524,American Indian or Native Alaskan
leber,0.00035524,American Indian or Native Alaskan
leclaire,0.00035524,American Indian or Native Alaskan
left hand bull,0.00035524,American Indian or Native Alaskan
legarde,0.00035524,American Indian or Native Alaskan
leil,0.00035524,American Indian or Native Alaskan
leming,0.00035524,American Indian or Native Alaskan
lenard,0.00035524,American Indian or Native Alaskan
lennie,0.00035524,American Indian or Native Alaskan
lerum,0.00035524,American Indian or Native Alaskan
lestenkof,0.00035524,American Indian or Native Alaskan
levesque,0.00035524,American Indian or Native Alaskan
lewis-wilde,0.00035524,American Indian or Native Alaskan
leyba-bush,0.00035524,American Indian or Native Alaskan
leyerle,0.00035524,American Indian or Native Alaskan
lieb,0.00035524,American Indian or Native Alaskan
liggett,0.00035524,American Indian or Native Alaskan
light bosquez,0.00035524,American Indian or Native Alaskan
liles,0.00035524,American Indian or Native Alaskan
lindgren,0.00035524,American Indian or Native Alaskan
lindsay,0.00035524,American Indian or Native Alaskan
lipps,0.00035524,American Indian or Native Alaskan
lisle,0.00035524,American Indian or Native Alaskan
littlefield,0.00035524,American Indian or Native Alaskan
littleman,0.00035524,American Indian or Native Alaskan
littlethunder,0.00035524,American Indian or Native Alaskan
littlewhiteman,0.00035524,American Indian or Native Alaskan
livesay,0.00035524,American Indian or Native Alaskan
livingston,0.00035524,American Indian or Native Alaskan
locust,0.00035524,American Indian or Native Alaskan
lodewyk,0.00035524,American Indian or Native Alaskan
lohrenz,0.00035524,American Indian or Native Alaskan
loneeagle,0.00035524,American Indian or Native Alaskan
long,0.00035524,American Indian or Native Alaskan
longoria,0.00035524,American Indian or Native Alaskan
longwing,0.00035524,American Indian or Native Alaskan
longwolf,0.00035524,American Indian or Native Alaskan
lorenz,0.00035524,American Indian or Native Alaskan
lott,0.00035524,American Indian or Native Alaskan
lovan,0.00035524,American Indian or Native Alaskan
lovejoy,0.00035524,American Indian or Native Alaskan
lovelace,0.00035524,American Indian or Native Alaskan
loveless,0.00035524,American Indian or Native Alaskan
lovern,0.00035524,American Indian or Native Alaskan
luce,0.00035524,American Indian or Native Alaskan
lucero-roller,0.00035524,American Indian or Native Alaskan
lumsden,0.00035524,American Indian or Native Alaskan
luttrell,0.00035524,American Indian or Native Alaskan
lyon,0.00035524,American Indian or Native Alaskan
lythgoe,0.00035524,American Indian or Native Alaskan
lytle,0.00035524,American Indian or Native Alaskan
machin,0.00035524,American Indian or Native Alaskan
mackey,0.00035524,American Indian or Native Alaskan
maclellan,0.00035524,American Indian or Native Alaskan
macneilly,0.00035524,American Indian or Native Alaskan
madden,0.00035524,American Indian or Native Alaskan
madrid,0.00035524,American Indian or Native Alaskan
maestas,0.00035524,American Indian or Native Alaskan
maez,0.00035524,American Indian or Native Alaskan
mahnken,0.00035524,American Indian or Native Alaskan
mahooty,0.00035524,American Indian or Native Alaskan
major,0.00035524,American Indian or Native Alaskan
maker,0.00035524,American Indian or Native Alaskan
makris,0.00035524,American Indian or Native Alaskan
manchego,0.00035524,American Indian or Native Alaskan
manheimer,0.00035524,American Indian or Native Alaskan
manus,0.00035524,American Indian or Native Alaskan
manzo,0.00035524,American Indian or Native Alaskan
mares,0.00035524,American Indian or Native Alaskan
marfil,0.00035524,American Indian or Native Alaskan
mariman,0.00035524,American Indian or Native Alaskan
marlow,0.00035524,American Indian or Native Alaskan
marotta,0.00035524,American Indian or Native Alaskan
marrs,0.00035524,American Indian or Native Alaskan
marstrand,0.00035524,American Indian or Native Alaskan
martel,0.00035524,American Indian or Native Alaskan
martell,0.00035524,American Indian or Native Alaskan
martinez flood,0.00035524,American Indian or Native Alaskan
marton,0.00035524,American Indian or Native Alaskan
martzloff,0.00035524,American Indian or Native Alaskan
marynowski,0.00035524,American Indian or Native Alaskan
masingale,0.00035524,American Indian or Native Alaskan
masters,0.00035524,American Indian or Native Alaskan
matheson,0.00035524,American Indian or Native Alaskan
matlock,0.00035524,American Indian or Native Alaskan
matson,0.00035524,American Indian or Native Alaskan
matthew,0.00035524,American Indian or Native Alaskan
may,0.00035524,American Indian or Native Alaskan
mayer,0.00035524,American Indian or Native Alaskan
mayes,0.00035524,American Indian or Native Alaskan
mcalister,0.00035524,American Indian or Native Alaskan
mcallister,0.00035524,American Indian or Native Alaskan
mcbroom,0.00035524,American Indian or Native Alaskan
mcclanahan-saenz,0.00035524,American Indian or Native Alaskan
mcclaskey,0.00035524,American Indian or Native Alaskan
mcclendon,0.00035524,American Indian or Native Alaskan
mccomb,0.00035524,American Indian or Native Alaskan
mcconnaughhay,0.00035524,American Indian or Native Alaskan
mcconnell,0.00035524,American Indian or Native Alaskan
mccoy,0.00035524,American Indian or Native Alaskan
mccreary,0.00035524,American Indian or Native Alaskan
mcdevitt,0.00035524,American Indian or Native Alaskan
mcgill,0.00035524,American Indian or Native Alaskan
mcgirt,0.00035524,American Indian or Native Alaskan
mcintosh,0.00035524,American Indian or Native Alaskan
mckay,0.00035524,American Indian or Native Alaskan
mckinley,0.00035524,American Indian or Native Alaskan
mckinney,0.00035524,American Indian or Native Alaskan
mclean,0.00035524,American Indian or Native Alaskan
mcmaster,0.00035524,American Indian or Native Alaskan
mcroy,0.00035524,American Indian or Native Alaskan
mcwilliams,0.00035524,American Indian or Native Alaskan
mead,0.00035524,American Indian or Native Alaskan
medicine bear,0.00035524,American Indian or Native Alaskan
medicine blanket,0.00035524,American Indian or Native Alaskan
medina,0.00035524,American Indian or Native Alaskan
meeker,0.00035524,American Indian or Native Alaskan
meier,0.00035524,American Indian or Native Alaskan
mellon,0.00035524,American Indian or Native Alaskan
melton,0.00035524,American Indian or Native Alaskan
meltzer,0.00035524,American Indian or Native Alaskan
mercer,0.00035524,American Indian or Native Alaskan
merchant,0.00035524,American Indian or Native Alaskan
merritt,0.00035524,American Indian or Native Alaskan
mesikapp,0.00035524,American Indian or Native Alaskan
mestas,0.00035524,American Indian or Native Alaskan
metts,0.00035524,American Indian or Native Alaskan
metzger,0.00035524,American Indian or Native Alaskan
meyerhofer,0.00035524,American Indian or Native Alaskan
mihalovic,0.00035524,American Indian or Native Alaskan
milasincic,0.00035524,American Indian or Native Alaskan
milburn,0.00035524,American Indian or Native Alaskan
milender,0.00035524,American Indian or Native Alaskan
miner,0.00035524,American Indian or Native Alaskan
mingilton,0.00035524,American Indian or Native Alaskan
minjares,0.00035524,American Indian or Native Alaskan
miranda,0.00035524,American Indian or Native Alaskan
mondragon,0.00035524,American Indian or Native Alaskan
montelongo-declay,0.00035524,American Indian or Native Alaskan
montelongo declay,0.00035524,American Indian or Native Alaskan
montez,0.00035524,American Indian or Native Alaskan
moonlight,0.00035524,American Indian or Native Alaskan
moore iii,0.00035524,American Indian or Native Alaskan
moquino,0.00035524,American Indian or Native Alaskan
mora,0.00035524,American Indian or Native Alaskan
morales,0.00035524,American Indian or Native Alaskan
moran,0.00035524,American Indian or Native Alaskan
moreno,0.00035524,American Indian or Native Alaskan
morin,0.00035524,American Indian or Native Alaskan
morquecho,0.00035524,American Indian or Native Alaskan
morser,0.00035524,American Indian or Native Alaskan
mourn,0.00035524,American Indian or Native Alaskan
mowers,0.00035524,American Indian or Native Alaskan
mrazik,0.00035524,American Indian or Native Alaskan
mulder,0.00035524,American Indian or Native Alaskan
mullins,0.00035524,American Indian or Native Alaskan
mummert,0.00035524,American Indian or Native Alaskan
mungovan,0.00035524,American Indian or Native Alaskan
muniz,0.00035524,American Indian or Native Alaskan
munoz,0.00035524,American Indian or Native Alaskan
murr,0.00035524,American Indian or Native Alaskan
murry,0.00035524,American Indian or Native Alaskan
musick-occhiuto,0.00035524,American Indian or Native Alaskan
musselman,0.00035524,American Indian or Native Alaskan
musso,0.00035524,American Indian or Native Alaskan
mutch,0.00035524,American Indian or Native Alaskan
nack,0.00035524,American Indian or Native Alaskan
najera,0.00035524,American Indian or Native Alaskan
nakai,0.00035524,American Indian or Native Alaskan
nason,0.00035524,American Indian or Native Alaskan
nastacio,0.00035524,American Indian or Native Alaskan
natonabah,0.00035524,American Indian or Native Alaskan
nava,0.00035524,American Indian or Native Alaskan
navakuku,0.00035524,American Indian or Native Alaskan
navarro,0.00035524,American Indian or Native Alaskan
nededog,0.00035524,American Indian or Native Alaskan
needham,0.00035524,American Indian or Native Alaskan
neff,0.00035524,American Indian or Native Alaskan
nevarez,0.00035524,American Indian or Native Alaskan
newbury,0.00035524,American Indian or Native Alaskan
newman,0.00035524,American Indian or Native Alaskan
newton,0.00035524,American Indian or Native Alaskan
nez,0.00035524,American Indian or Native Alaskan
nicholas,0.00035524,American Indian or Native Alaskan
nickle,0.00035524,American Indian or Native Alaskan
nicolelli,0.00035524,American Indian or Native Alaskan
nielsen,0.00035524,American Indian or Native Alaskan
nightwalker,0.00035524,American Indian or Native Alaskan
nobraid,0.00035524,American Indian or Native Alaskan
noe,0.00035524,American Indian or Native Alaskan
nolan,0.00035524,American Indian or Native Alaskan
nolte,0.00035524,American Indian or Native Alaskan
norris,0.00035524,American Indian or Native Alaskan
north,0.00035524,American Indian or Native Alaskan
nugent,0.00035524,American Indian or Native Alaskan
nunley,0.00035524,American Indian or Native Alaskan
o'connor,0.00035524,American Indian or Native Alaskan
o'dell,0.00035524,American Indian or Native Alaskan
o'dorisio,0.00035524,American Indian or Native Alaskan
oetken,0.00035524,American Indian or Native Alaskan
ogden,0.00035524,American Indian or Native Alaskan
ohlig,0.00035524,American Indian or Native Alaskan
olson,0.00035524,American Indian or Native Alaskan
ontiveros,0.00035524,American Indian or Native Alaskan
ordaz,0.00035524,American Indian or Native Alaskan
ordunez,0.00035524,American Indian or Native Alaskan
orona,0.00035524,American Indian or Native Alaskan
orr,0.00035524,American Indian or Native Alaskan
ortega-aragon,0.00035524,American Indian or Native Alaskan
orth,0.00035524,American Indian or Native Alaskan
oswalt-naasz,0.00035524,American Indian or Native Alaskan
otero,0.00035524,American Indian or Native Alaskan
ouellette,0.00035524,American Indian or Native Alaskan
outhouse,0.00035524,American Indian or Native Alaskan
owens,0.00035524,American Indian or Native Alaskan
palma,0.00035524,American Indian or Native Alaskan
palomo,0.00035524,American Indian or Native Alaskan
park,0.00035524,American Indian or Native Alaskan
parks,0.00035524,American Indian or Native Alaskan
parlin-three sti,0.00035524,American Indian or Native Alaskan
parmiter,0.00035524,American Indian or Native Alaskan
parra,0.00035524,American Indian or Native Alaskan
parson,0.00035524,American Indian or Native Alaskan
